Distance	efficiency
0.1	0.7549
0.10092621909870476	0.7549
0.10186101701559758	0.7549
0.10280447320933092	0.7549
0.10375666787451857	0.7549
0.10471768194855202	0.7549
0.10568759711848043	0.7549
0.10666649582795393	0.7549
0.10765446128423153	0.7549
0.1086515774652538	0.7549
0.10965792912678099	0.7549
0.11067360180959737	0.7549
0.11169868184678232	0.7549
0.11273325637104868	0.7549
0.1137774133221491	0.7549
0.11483124145435111	0.7549
0.1158948303439811	0.7549
0.11696827039703853	0.7549
0.11805165285688052	0.7549
0.1191450698119776	0.7549
0.12024861420374122	0.7549
0.12136237983442408	0.7549
0.12248646137509314	0.7549
0.12362095437367689	0.7549
0.12476595526308698	0.7549
0.1259215613694151	0.7549
0.12708787092020585	0.7549
0.12826498305280606	0.7549
0.12945299782279157	0.7549
0.13065201621247213	0.7549
0.13186214013947484	0.7549
0.1330834724654075	0.7549
0.1343161170046016	0.7549
0.13556017853293686	0.7549
0.1368157627967472	0.7549
0.13808297652180923	0.7549
0.13936192742241424	0.7549
0.14065272421052372	0.7549
0.14195547660501012	0.7549
0.1432702953409831	0.7549
0.14459729217920195	0.7549
0.14593657991557565	0.7549
0.14728827239075026	0.7549
0.1486524844997857	0.7549
0.15002933220192183	0.7549
0.1514189325304352	0.7549
0.152821403602587	0.7549
0.15423686462966282	0.7549
0.15566543592710616	0.7549
0.15710723892474504	0.7549
0.1585623961771137	0.7549
0.1600310313738701	0.7549
0.16151326935030905	0.7549
0.16300923609797408	0.7549
0.16451905877536624	0.7549
0.166042865718753	0.7549
0.16758078645307678	0.7549
0.1691329517029648	0.7549
0.17069949340384075	0.7549
0.1722805447131394	0.7549
0.17387624002162508	0.7549
0.1754867149648151	0.7549
0.17711210643450878	0.7549
0.1787525525904235	0.7549
0.18040819287193827	0.7549
0.18207916800994628	0.7549
0.18376562003881713	0.7549
0.18546769230846985	0.7549
0.18718552949655787	0.7549
0.18891927762076663	0.7549
0.19066908405122523	0.7549
0.19243509752303312	0.7549
0.19421746814890253	0.7549
0.19601634743191856	0.7549
0.19783188827841644	0.7549
0.1996642450109794	0.7549
0.20151357338155576	0.7549
0.2033800305846981	0.7549
0.2052637752709252	0.7549
0.2071649675602069	0.7549
0.20908376905557505	0.7549
0.21102034285685956	0.7549
